Stages	Epoch	man_scored
0	287	0
0	288	0
0	289	1
0	290	1
0	291	1
1	292	1
1	293	1
1	294	1
1	295	1
1	296	1
1	297	1
1	298	2
1	299	2
1	300	2
1	301	2
2	302	2
2	303	2
1	304	1
1	305	1
1	306	1
1	307	2
1	308	2
2	309	2
2	310	2
2	311	2
2	312	2
2	313	2
2	314	2
2	315	2
2	316	2
2	317	2
2	318	2
2	319	2
2	320	2
2	321	2
2	322	2
2	323	2
2	324	2
2	325	2
2	326	2
2	327	2
2	328	2
2	329	2
2	330	2
2	331	2
2	332	2
2	333	2
2	334	2
2	335	2
2	336	2
2	337	2
2	338	2
2	339	2
2	340	2
2	341	2
2	342	2
2	343	2
2	344	2
2	345	2
2	346	2
2	347	2
2	348	2
2	349	2
2	350	2
2	351	2
1	352	2
2	353	2
2	354	2
2	355	2
2	356	2
2	357	2
2	358	2
0	359	2
0	360	2
0	361	1
0	362	1
0	363	1
0	364	1
0	365	1
0	366	1
0	367	1
0	368	1
0	369	1
0	370	1
0	371	1
0	372	0
0	373	1
0	374	1
0	375	1
0	376	1
0	377	1
1	378	1
0	379	1
1	380	1
1	381	2
1	382	2
0	383	2
1	384	2
1	385	2
1	386	2
1	387	2
1	388	2
1	389	2
2	390	2
2	391	2
2	392	2
2	393	2
2	394	2
2	395	2
2	396	2
2	397	2
2	398	2
2	399	2
2	400	2
2	401	2
1	402	2
2	403	2
2	404	2
2	405	2
2	406	2
2	407	2
2	408	2
2	409	2
2	410	2
2	411	2
2	412	2
2	413	2
2	414	2
2	415	2
1	416	2
1	417	1
1	418	2
1	419	2
1	420	2
1	421	2
1	422	2
1	423	2
1	424	2
1	425	2
1	426	2
2	427	2
2	428	2
1	429	2
2	430	2
0	431	2
0	432	2
0	433	1
0	434	1
0	435	2
0	436	2
0	437	2
0	438	2
1	439	2
1	440	2
1	441	2
1	442	2
2	443	2
2	444	2
2	445	2
2	446	2
1	447	2
1	448	2
2	449	2
1	450	2
1	451	1
1	452	1
1	453	2
1	454	2
1	455	2
1	456	2
1	457	2
1	458	2
1	459	2
1	460	2
2	461	2
1	462	2
1	463	2
1	464	2
0	465	2
1	466	2
0	467	2
0	468	2
0	469	2
0	470	2
0	471	-1
0	472	2
0	473	2
0	474	-1
0	475	1
0	476	1
0	477	0
0	478	0
0	479	0
0	480	0
0	481	0
0	482	0
0	483	0
0	484	0
0	485	0
0	486	0
0	487	0
0	488	0
0	489	0
0	490	0
0	491	0
0	492	0
0	493	0
0	494	0
0	495	0
0	496	0
0	497	0
0	498	0
0	499	0
0	500	0
0	501	0
0	502	0
0	503	0
0	504	0
0	505	0
0	506	0
0	507	0
0	508	0
0	509	0
0	510	0
0	511	0
0	512	0
0	513	0
0	514	0
0	515	0
0	516	0
0	517	0
0	518	0
0	519	0
0	520	0
0	521	0
0	522	0
0	523	0
0	524	0
0	525	0
0	526	0
0	527	0
0	528	0
0	529	0
0	530	0
0	531	0
0	532	0
0	533	0
0	534	0
0	535	0
0	536	0
0	537	0
0	538	0
0	539	0
0	540	0
0	541	0
0	542	0
0	543	0
0	544	0
0	545	0
0	546	0
0	547	0
0	548	0
0	549	0
0	550	0
0	551	0
0	552	0
0	553	0
0	554	0
0	555	0
0	556	0
0	557	0
0	558	0
0	559	0
0	560	0
0	561	0
0	562	0
0	563	0
0	564	0
0	565	0
0	566	0
0	567	0
0	568	0
0	569	0
0	570	0
0	571	0
0	572	0
0	573	0
0	574	0
0	575	0
0	576	0
0	577	0
0	578	0
0	579	0
0	580	0
0	581	0
0	582	0
0	583	0
0	584	0
0	585	0
0	586	0
0	587	0
0	588	0
0	589	0
0	590	0
0	591	0
0	592	0
0	593	0
0	594	0
0	595	0
0	596	0
0	597	0
0	598	0
0	599	0
0	600	0
0	601	0
0	602	0
0	603	1
0	604	0
0	605	0
0	606	1
0	607	0
0	608	0
0	609	0
0	610	1
1	611	1
1	612	1
1	613	1
1	614	1
1	615	1
1	616	1
1	617	1
1	618	1
1	619	1
1	620	1
1	621	1
1	622	2
1	623	2
1	624	2
1	625	2
2	626	2
1	627	2
1	628	2
1	629	2
1	630	2
1	631	2
1	632	2
1	633	2
1	634	2
2	635	2
2	636	2
2	637	2
2	638	2
2	639	2
2	640	2
2	641	2
1	642	2
1	643	1
1	644	1
1	645	2
1	646	2
1	647	2
1	648	2
1	649	2
1	650	2
2	651	2
2	652	2
2	653	2
2	654	2
2	655	2
2	656	2
2	657	2
2	658	2
2	659	2
2	660	2
2	661	2
2	662	2
2	663	1
2	664	2
2	665	2
2	666	2
2	667	2
2	668	2
2	669	2
2	670	2
2	671	2
2	672	2
2	673	2
2	674	2
2	675	2
2	676	2
2	677	2
2	678	2
2	679	2
2	680	2
2	681	2
2	682	2
2	683	2
2	684	2
2	685	2
2	686	2
2	687	2
2	688	2
2	689	2
2	690	2
2	691	2
2	692	2
2	693	2
2	694	2
2	695	2
2	696	2
2	697	2
2	698	2
2	699	3
2	700	3
2	701	3
2	702	3
2	703	3
2	704	3
2	705	3
2	706	2
2	707	2
2	708	2
2	709	2
2	710	2
2	711	2
2	712	2
2	713	2
2	714	2
2	715	2
2	716	2
2	717	1
2	718	2
2	719	2
2	720	2
2	721	2
2	722	2
2	723	2
2	724	2
2	725	2
2	726	2
2	727	2
2	728	2
2	729	2
2	730	2
2	731	2
2	732	2
2	733	2
2	734	2
2	735	2
2	736	2
2	737	2
2	738	2
2	739	2
2	740	2
2	741	2
2	742	2
2	743	2
2	744	2
2	745	2
2	746	2
2	747	2
2	748	2
2	749	2
2	750	2
2	751	2
2	752	2
2	753	2
2	754	2
1	755	2
2	756	2
2	757	2
1	758	2
1	759	1
2	760	2
1	761	2
2	762	2
2	763	2
2	764	2
2	765	2
2	766	2
2	767	2
2	768	2
2	769	2
2	770	2
2	771	2
2	772	2
1	773	2
2	774	2
2	775	2
-1	776	2
-1	777	2
-1	778	-1
-1	779	-1
-1	780	-1
-1	781	-1
-1	782	-1
-1	783	-1
-1	784	-1
-1	785	-1
-1	786	-1
-1	787	-1
-1	788	-1
-1	789	-1
-1	790	-1
-1	791	-1
-1	792	-1
-1	793	-1
-1	794	-1
-1	795	-1
-1	796	-1
-1	797	-1
-1	798	-1
-1	799	-1
-1	800	-1
-1	801	-1
-1	802	-1
-1	803	-1
-1	804	-1
-1	805	-1
-1	806	-1
-1	807	-1
-1	808	-1
-1	809	-1
-1	810	-1
-1	811	-1
-1	812	-1
-1	813	-1
-1	814	-1
-1	815	-1
-1	816	-1
-1	817	-1
-1	818	-1
-1	819	-1
-1	820	1
-1	821	1
-1	822	-1
-1	823	-1
-1	824	-1
-1	825	-1
-1	826	-1
-1	827	-1
-1	828	-1
-1	829	-1
-1	830	-1
-1	831	-1
-1	832	-1
-1	833	-1
-1	834	-1
-1	835	-1
-1	836	-1
-1	837	-1
-1	838	-1
-1	839	-1
-1	840	-1
-1	841	-1
-1	842	-1
-1	843	-1
-1	844	-1
-1	845	-1
-1	846	-1
-1	847	-1
-1	848	-1
-1	849	-1
-1	850	-1
-1	851	-1
-1	852	-1
-1	853	-1
-1	854	-1
-1	855	-1
-1	856	-1
-1	857	-1
-1	858	-1
-1	859	-1
-1	860	-1
-1	861	-1
-1	862	-1
0	863	-1
0	864	0
0	865	0
0	866	0
0	867	0
0	868	0
0	869	0
1	870	0
1	871	1
1	872	1
1	873	1
1	874	1
0	875	1
1	876	1
1	877	1
1	878	1
1	879	1
1	880	1
1	881	1
1	882	1
1	883	1
1	884	1
1	885	1
1	886	1
2	887	1
2	888	1
2	889	2
2	890	2
2	891	2
2	892	2
2	893	2
2	894	2
2	895	2
2	896	2
2	897	2
2	898	2
2	899	2
2	900	2
2	901	2
2	902	2
2	903	2
2	904	2
2	905	2
2	906	2
2	907	2
2	908	2
2	909	2
2	910	2
2	911	2
2	912	2
2	913	2
2	914	2
2	915	2
2	916	2
2	917	2
2	918	2
2	919	2
2	920	2
2	921	2
2	922	2
2	923	2
2	924	2
2	925	2
2	926	2
2	927	2
2	928	2
2	929	2
2	930	2
2	931	2
2	932	2
2	933	2
2	934	2
2	935	2
2	936	2
2	937	2
2	938	2
2	939	2
2	940	2
2	941	2
2	942	2
2	943	2
2	944	2
2	945	2
2	946	2
2	947	2
2	948	2
2	949	2
2	950	2
2	951	2
2	952	2
2	953	2
2	954	2
2	955	2
2	956	2
2	957	2
2	958	2
2	959	2
2	960	2
2	961	2
2	962	2
2	963	2
2	964	2
2	965	2
2	966	2
2	967	3
2	968	3
2	969	3
2	970	3
2	971	3
2	972	3
2	973	2
2	974	2
2	975	3
2	976	2
2	977	2
2	978	2
3	979	0
1	980	0
1	981	0
1	982	0
1	983	0
1	984	1
1	985	2
1	986	2
2	987	2
2	988	2
2	989	2
2	990	2
2	991	2
2	992	2
2	993	2
2	994	2
2	995	2
2	996	2
2	997	2
2	998	2
2	999	2
2	1000	2
2	1001	2
2	1002	2
2	1003	2
2	1004	2
2	1005	2
2	1006	2
2	1007	2
2	1008	2
2	1009	2
2	1010	2
2	1011	2
2	1012	2
2	1013	2
2	1014	2
2	1015	2
2	1016	2
2	1017	2
2	1018	2
2	1019	2
2	1020	2
2	1021	2
2	1022	2
2	1023	2
2	1024	2
2	1025	2
2	1026	2
2	1027	2
2	1028	2
2	1029	2
2	1030	2
2	1031	2
2	1032	2
2	1033	2
2	1034	2
2	1035	2
2	1036	-1
-1	1037	-1
-1	1038	1
-1	1039	1
-1	1040	1
-1	1041	1
-1	1042	1
-1	1043	1
-1	1044	1
-1	1045	-1
-1	1046	-1
-1	1047	-1
-1	1048	-1
-1	1049	-1
-1	1050	-1
-1	1051	-1
-1	1052	-1
-1	1053	-1
-1	1054	-1
-1	1055	-1
-1	1056	-1
-1	1057	-1
-1	1058	-1
-1	1059	-1
-1	1060	-1
-1	1061	-1
-1	1062	-1
-1	1063	-1
-1	1064	-1
-1	1065	-1
-1	1066	-1
-1	1067	-1
-1	1068	-1
-1	1069	-1
-1	1070	-1
-1	1071	-1
-1	1072	-1
-1	1073	-1
-1	1074	-1
-1	1075	-1
-1	1076	-1
-1	1077	-1
-1	1078	-1
-1	1079	-1
-1	1080	-1
-1	1081	-1
-1	1082	-1
-1	1083	-1
-1	1084	-1
-1	1085	-1
-1	1086	-1
-1	1087	-1
-1	1088	-1
-1	1089	-1
-1	1090	-1
-1	1091	-1
-1	1092	-1
-1	1093	-1
-1	1094	-1
-1	1095	-1
-1	1096	-1
-1	1097	-1
-1	1098	-1
-1	1099	-1
-1	1100	-1
-1	1101	-1
-1	1102	-1
-1	1103	-1
-1	1104	-1
-1	1105	-1
-1	1106	-1
-1	1107	-1
-1	1108	-1
-1	1109	-1
-1	1110	-1
-1	1111	-1
-1	1112	-1
-1	1113	-1
-1	1114	-1
-1	1115	-1
-1	1116	-1
-1	1117	-1
-1	1118	-1
-1	1119	-1
-1	1120	-1
-1	1121	-1
-1	1122	-1
-1	1123	-1
-1	1124	-1
-1	1125	-1
-1	1126	-1
-1	1127	-1
-1	1128	-1
-1	1129	-1
-1	1130	-1
-1	1131	-1
-1	1132	1
0	1133	1
0	1134	0
1	1135	1
1	1136	1
1	1137	1
1	1138	1
1	1139	1
1	1140	1
1	1141	1
1	1142	1
1	1143	1
1	1144	1
1	1145	1
1	1146	2
1	1147	2
1	1148	2
1	1149	2
1	1150	2
1	1151	2
2	1152	2
2	1153	2
2	1154	2
2	1155	2
2	1156	2
0	1157	2
0	1158	2
0	1159	1
1	1160	1
1	1161	2
0	1162	2
0	1163	2
1	1164	1
0	1165	0
0	1166	0
1	1167	1
1	1168	1
0	1169	1
0	1170	0
0	1171	0
0	1172	0
0	1173	0
0	1174	0
0	1175	0
0	1176	0
0	1177	0
0	1178	0
0	1179	0
0	1180	0
0	1181	0
0	1182	0
0	1183	0
0	1184	0
0	1185	0
0	1186	0
0	1187	0
0	1188	0
0	1189	0
0	1190	0
1	1191	0
1	1192	0
1	1193	0
0	1194	0
0	1195	0
1	1196	0
1	1197	1
1	1198	1
1	1199	1
1	1200	1
1	1201	1
1	1202	1
1	1203	1
1	1204	2
1	1205	2
1	1206	2
1	1207	2
1	1208	2
1	1209	2
1	1210	2
1	1211	2
1	1212	2
1	1213	2
1	1214	2
1	1215	2
2	1216	2
2	1217	2
2	1218	2
2	1219	2
2	1220	2
2	1221	2
2	1222	2
2	1223	2
2	1224	2
2	1225	2
2	1226	2
2	1227	2
2	1228	2
2	1229	2
2	1230	2
2	1231	2
2	1232	2
2	1233	2
2	1234	2
2	1235	2
2	1236	2
2	1237	2
2	1238	2
2	1239	2
2	1240	2
2	1241	2
2	1242	2
2	1243	2
2	1244	2
2	1245	2
2	1246	2
2	1247	2
2	1248	2
2	1249	2
2	1250	2
2	1251	2
2	1252	2
2	1253	2
2	1254	2
2	1255	2
2	1256	2
2	1257	2
2	1258	2
2	1259	2
2	1260	2
2	1261	2
2	1262	2
2	1263	2
2	1264	2
0	1265	2
0	1266	2
0	1267	0
0	1268	0
0	1269	0
0	1270	0
0	1271	0
0	1272	0
0	1273	0
0	1274	0
0	1275	0
0	1276	0
0	1277	0
0	1278	0
0	1279	0
0	1280	0
0	1281	0
0	1282	0
